"TERMINAL";"NUMÉRO TC";"ISO";"STATUT V/P";"POIDS BRUT";"EXPLOITANT";"CYCLE";"ALLOTISSEMENT"
GO;TCLU2017280;"22G1";P ;23572.000;MARFRET   ;E ;GOCP27 G 1
GO;TCLU2018408;"22G1";P ;27100.000;MARFRET   ;E ;GOCP75 D 1
GO;TCLU2217694;"22G1";P ;24978.000;MARFRET   ;E ;GOCP75 D 2
GO;TCLU2256772;"22G1";P ;22200.000;MARFRET   ;E ;GOCP28 N 2
GO;TCLU2692610;"22G1";P ;27700.000;CMA       ;I ;GOMI5  E 1
GO;TCLU2692797;"22G1";V ;2200.000;CMA       ;I ;GOVII01165
GO;TCLU3049804;"22G1";P ;5630.000;MARFRET   ;E ;GOCP62 C 1
GO;TCLU3053379;"22G1";P ;22896.000;MARFRET   ;E ;GOCP75 F 3
GO;TCLU3258213;"22G0";P ;26570.000;CMA       ;I ;GOCP10 J 2
GO;TCLU3703134;"22G1";P ;27820.000;CMA       ;I ;GOMI6  E 1
GO;TCLU3816022;"22G1";P ;22846.000;MARFRET   ;E ;GOCP27 P 1
GO;TCLU6078386;"42P1";V ;4500.000;CMA       ;I ;GOBLC  5 5
GO;TCLU6079633;"42P1";P ;5100.000;CMA       ;I ;GOHG1  N 1
GO;TCLU8463083;"45G1";P ;14344.000;CMA       ;I ;GOCP13 L 1
GO;TCLU9434752;"45G1";P ;10819.000;CMA       ;I ;GOCP05 E 2
GO;TCNU2194256;"45G1";P ;14840.000;CMA       ;I ;GOCP05 Q 1
GO;TCNU2949774;"45G1";V ;3900.000;CMA       ;I ;GOCMC  M 8
GO;TCNU3135129;"45G0";P ;12033.000;MAERSK    ;E ;GOCP62 D 2
GO;TCNU3318393;"45G1";P ;15561.000;CMA       ;I ;GOCP15 J 2
GO;TCNU6439260;"45G1";P ;14817.000;CMA       ;I ;GOCP05 E 1
GO;TCNU8956111;"45G1";P ;10363.000;CMA       ;I ;GOCP13 J 1
GO;TCNU9735075;"45G1";P ;13030.000;CMA       ;I ;GOCP05 G 1
GO;TEMU2447230;"22G1";V ;2200.000;CMA       ;I ;GORPRP1163
GO;TEMU4008812;"22G1";P ;22254.000;CMA       ;I ;GOCP09 E 1
GO;TEMU5441508;"22G1";P ;27740.000;CMA       ;I ;GOMI6  B 1
GO;TEMU6231614;"45G1";P ;14339.000;CMA       ;I ;GOCP06 G 1
GO;TEMU7345885;"45G1";V ;3900.000;CMA       ;I ;GORPRP1221
GO;TEMU7744247;"45G1";P ;29940.000;CMA       ;I ;GOCP13 N 2
GO;TEMU8657701;"45G1";P ;13307.000;CMA       ;I ;GOCP06 L 1
GO;TEMU9024354;"45R1";V ;4500.000;CMA       ;I ;GOBLC  5 4
GO;TEMU9058858;"45R1";V ;4500.000;CMA       ;I ;GOBLA  7 1
GO;TEMU9065482;"45R1";V ;4500.000;CMA       ;I ;GORPRP3054
GO;TEMU9121950;"45R1";V ;4500.000;CMA       ;I ;GORPRP1029
GO;TEMU9132528;"45R1";V ;4500.000;CMA       ;I ;GORPRP1036
GO;TEMU9153069;"45R1";V ;4500.000;CMA       ;I ;GOCMB  L 4
GO;TEMU9154403;"45R1";V ;4500.000;CMA       ;I ;GOCMA  G 3
GO;TEMU9183401;"45R1";V ;4500.000;CMA       ;I ;GORPRP1204
GO;TEMU9213240;"45R1";V ;4500.000;CMA       ;I ;GOCMA  029
GO;TEMU9219886;"45R1";V ;4500.000;CMA       ;I ;GORPRP2161
GO;TEMU9231536;"45R1";V ;4500.000;CMA       ;I ;GOCMC  D 9
GO;TEMU9258687;"45R1";V ;4500.000;CMA       ;I ;GOCMC  D 1
GO;TEMU9437661;"45R1";V ;4500.000;CMA       ;I ;GOCMC  S 1
GO;TEMU9444505;"45R1";V ;4500.000;CMA       ;I ;GOCMA  V 5
GO;TEMU9580374;"45R1";V ;4500.000;CMA       ;I ;GOBLA  9 4
GO;TEMU9809624;"45R1";V ;4500.000;CMA       ;I ;GORPRP3039
GO;TEMU9811025;"45R1";V ;4500.000;CMA       ;I ;GOCMC  J 8
GO;TEMU9811236;"45R1";V ;4500.000;CMA       ;I ;GOCMC  J 3
GO;TEMU9815355;"45R1";V ;4500.000;CMA       ;I ;GORPRP1246
GO;TEMU9823622;"45R1";V ;4500.000;CMA       ;I ;GOCMB  B 7
GO;TEMU9866964;"45R1";V ;4500.000;CMA       ;I ;GOCMB  B 5
GO;TEMU9869900;"45R1";V ;4500.000;CMA       ;I ;GOCMB  P 5
GO;TEMU9870331;"45R1";V ;4500.000;CMA       ;I ;GOCMB  P 6
GO;TEMU9870537;"45R1";V ;4500.000;CMA       ;I ;GOCMA  047
GO;TEMU9873454;"45R1";V ;4500.000;CMA       ;I ;GOCMA  077
GO;TEMU9879391;"45R1";V ;4500.000;CMA       ;I ;GOCMA  Z 7
GO;TEMU9901140;"45R1";V ;4500.000;CMA       ;I ;GORPRP3033
GO;TEXU1008957;"22U1";V ;2200.000;CMA       ;I ;GOVII01068
GO;TEXU8963900;"42P3";V ;4500.000;CMA       ;I ;GOCMC  G 9
GO;TEXU8992745;"42P1";V ;4500.000;CMA       ;I ;GOBLC  6 2
GO;TGBU2166779;"22G1";V ;2200.000;CMA       ;I ;GORPRP1047
GO;TGBU2423028;"22G1";V ;2200.000;CMA       ;I ;GOBLA  2 1
GO;TGHU9926920;"45R1";V ;4500.000;CMA       ;I ;GORPRP1236
GO;TGHU9945108;"45R0";V ;4700.000;CMA       ;I ;GORPRP3057
GO;TGHU9971663;"45R1";V ;4500.000;CMA       ;I ;GORPRP1195
GO;TGHU9983411;"45R1";V ;4500.000;CMA       ;I ;GOBLA  5 2
GO;TLLU1052957;"45R1";V ;4500.000;CMA       ;I ;GORPRP1234
GO;TLLU2084840;"22G1";V ;2200.000;CMA       ;I ;GORPRP1212
GO;TLLU2087829;"22G1";V ;2200.000;CMA       ;I ;GOBLA  2 3
GO;TLLU4522355;"45G1";P ;14248.000;CMA       ;I ;GOCP15 A 1
GO;TLLU4655872;"45G1";P ;8768.000;CMA       ;I ;GOCP16 C 1
GO;TLLU4908800;"45G1";P ;13028.000;CMA       ;I ;GOCP06 E 1
GO;TRHU1083502;"22G1";V ;2200.000;CMA       ;I ;GOVII01066
GO;TRHU1100981;"22G1";P ;22154.000;CMA       ;I ;GOCP10 L 1
GO;TRHU2126574;"22G1";V ;2200.000;CMA       ;I ;GOVII01065
GO;TRHU3312001;"22G1";V ;2200.000;CMA       ;I ;GOVII01148
GO;TRHU3503034;"22G1";P ;27720.000;CMA       ;I ;GOMI5  A 1
GO;TRHU3861927;"22G1";P ;27740.000;CMA       ;I ;GOMI4  A 1
GO;TRHU5658117;"45G0";P ;29094.000;MAERSK    ;E ;GOCP62 F 1
GO;TRIU0815053;"42P1";V ;4500.000;CMA       ;I ;GOBLC  6 1
GO;TRIU6667586;"22R1";V ;3200.000;CMA       ;I ;GOCMA  H 8
GO;TRIU8120828;"45R1";P ;27999.000;CMA       ;E ;GOFRL  5 2
GO;TRIU8124401;"45R1";V ;4500.000;CMA       ;I ;GOCMA  042
GO;TRIU8132310;"45R1";V ;4500.000;CMA       ;I ;GOBLC  2 2
GO;TRIU8149565;"45R1";V ;4500.000;CMA       ;I ;GOCMC  T 7
GO;TRIU8377349;"45R1";V ;4500.000;CMA       ;I ;GOCMC  S 3
GO;TRIU8500094;"45R1";V ;4500.000;CMA       ;I ;GORPRP1113
GO;TRIU8506153;"45R1";V ;4500.000;CMA       ;I ;GOBLC  3 3
GO;TRIU8515330;"45R1";V ;4500.000;CMA       ;I ;GOBLB  8 2
GO;TRIU8516531;"45R1";V ;4500.000;CMA       ;I ;GOCMC  E 9
GO;TRIU8589461;"45R1";V ;4500.000;CMA       ;I ;GOCMB  L 9
GO;TRIU8617970;"45R1";V ;4500.000;CMA       ;I ;GORPRP1056
GO;TRIU8624243;"45R1";V ;4500.000;CMA       ;I ;GORPRP1141
GO;TRIU8663511;"45R1";V ;4500.000;CMA       ;I ;GORPRP3037
GO;TRIU8684026;"45R1";V ;4500.000;CMA       ;I ;GOCMC  G 3
GO;TRIU8688037;"45R1";V ;4500.000;CMA       ;I ;GOVII01158
GO;TRIU8691690;"45R1";V ;4500.000;CMA       ;I ;GOCMA  U 8
GO;TRIU8696140;"45R1";V ;4500.000;CMA       ;I ;GOCMA  G 7
GO;TRIU8733408;"45R1";V ;4500.000;CMA       ;I ;GORPRP3024
GO;TRIU8740304;"45R1";V ;4500.000;CMA       ;I ;GOCMC  D 2
GO;TRIU8792680;"45R1";V ;4500.000;CMA       ;I ;GOCMA  U 9
GO;TRIU8889828;"45R1";V ;4500.000;CMA       ;I ;GOBLA  6 2
GO;TRIU8920991;"45R1";V ;4500.000;CMA       ;I ;GOCMC  I 6
GO;TRIU8974283;"45R1";V ;4500.000;CMA       ;I ;GORPRP2179
GO;TRLU1677668;"45R1";V ;4500.000;CMA       ;I ;GOCMC  Z 1
GO;TRLU6027285;"42P1";V ;4500.000;CMA       ;I ;GOAEC2 D 1
GO;TRLU7220318;"45G1";P ;14877.000;CMA       ;I ;GOCP04 A 1
GO;TRLU8043921;"45G0";P ;24004.000;MAERSK    ;E ;GOCP28 C 2
GO;TRLU9713714;"22G1";P ;22200.000;MARFRET   ;E ;GOCP28 N 3
GO;TRLU9713972;"22G1";P ;23820.000;MARFRET   ;E ;GOCP27 H 3
GO;TTNU1169307;"22G1";V ;2200.000;CMA       ;I ;GOBLB  2 4
GO;TTNU8009698;"45R1";V ;4500.000;CMA       ;I ;GORPRP1065
GO;TTNU8038398;"45R1";V ;4500.000;CMA       ;I ;GORPRP3154
GO;TTNU8074287;"45R1";V ;4500.000;CMA       ;I ;GOCMA  031
GO;TTNU8097791;"45R1";V ;4500.000;CMA       ;I ;GORPRP3034
GO;TTNU8112258;"45R1";V ;4500.000;CMA       ;I ;GOCMA  079
GO;TTNU8162367;"45R1";V ;4500.000;CMA       ;I ;GOVII01056
GO;TTNU8225980;"45R1";V ;4500.000;CMA       ;I ;GOCMC  D 5
GO;TTNU8243598;"45R1";V ;4500.000;CMA       ;I ;GOVII01028
GO;TTNU8253071;"45R1";V ;4500.000;CMA       ;I ;GOVII01171
GO;TTNU8276879;"45R1";V ;4500.000;CMA       ;I ;GORPRP2042
GO;TTNU8292102;"45R1";V ;4500.000;CMA       ;I ;GORPRP1123
GO;TTNU8327908;"45R1";V ;4500.000;CMA       ;I ;GORPRP2162
GO;TTNU8376271;"45R1";V ;4500.000;CMA       ;I ;GOCMC  F 1
GO;TTNU8495650;"45R1";V ;4500.000;CMA       ;I ;GOCMA  T 4
GO;TTNU8622098;"45R1";V ;4500.000;CMA       ;I ;GORPRP1089
GO;TTNU8627320;"45R1";V ;4500.000;CMA       ;I ;GOCME  K 8
GO;TTNU8634519;"45R1";V ;4500.000;CMA       ;I ;GORPRP3025
GO;TTNU8640595;"45R1";V ;4500.000;CMA       ;I ;GOBLB  8 1
GO;TTNU8641668;"45R1";V ;4500.000;CMA       ;I ;GORPRP1071
GO;TTNU8665335;"45R1";V ;4500.000;CMA       ;I ;GOBLC  4 5
GO;TTNU8835534;"45R1";V ;4500.000;CMA       ;I ;GOVII01174
GO;TTNU8836401;"45R1";V ;4500.000;CMA       ;I ;GOCMC  J 6
GO;TTNU8885073;"45R1";V ;4500.000;CMA       ;I ;GOBLB  1 1
GO;TTNU8886716;"45R1";V ;4500.000;CMA       ;I ;GOCMA  Z 8
GO;TTNU8894542;"45R1";V ;4500.000;CMA       ;I ;GOCMB  B 9
GO;TTNU8958246;"45R1";V ;4500.000;CMA       ;I ;GOCMC  E 4
GO;TTNU8963453;"45R1";V ;4500.000;CMA       ;I ;GOVII01173
GO;TXGU9002229;"45R1";V ;4500.000;CMA       ;I ;GORPRP2168
GO;TXGU9008593;"45R1";V ;4500.000;CMA       ;I ;GOCMC  J 4
GO;TXGU9008968;"45R1";V ;4500.000;CMA       ;I ;GOVII01156
GO;UETU2638531;"22G1";P ;27760.000;CMA       ;I ;GOMI5  F 1
GO;AMCU4690165;"42P1";V ;4500.000;CMA       ;I ;GOCMC  J 1
GO;AMCU4690252;"42P1";V ;4500.000;CMA       ;I ;GOCMC  E 8
GO;AMCU4690416;"42P1";V ;4500.000;CMA       ;I ;GOCMA  014
GO;AMCU4690592;"42P1";V ;4500.000;CMA       ;I ;GOCMC  K 5
GO;AMCU4690735;"42P1";V ;4500.000;CMA       ;I ;GOCMC  V 4
GO;AMCU4690951;"42P1";V ;4500.000;CMA       ;I ;GOCMA  W 6
GO;AMCU4690967;"42P1";V ;4500.000;CMA       ;I ;GOCMA  V 6
GO;AMCU9267367;"45R0";V ;4700.000;CMA       ;I ;GOCMA  F 6
GO;AMCU9299620;"45R0";V ;4700.000;CMA       ;I ;GOVII01083
GO;AMFU4252998;"42P1";V ;4500.000;CMA       ;I ;GOBLC  3 1
GO;APHU6607997;"45G1";P ;18870.000;CMA       ;E ;GOCP70 Q 2
GO;APHU7089790;"45G1";P ;18870.000;CMA       ;E ;GOCP29 K 3
GO;APRU5064600;"45R0";V ;4700.000;CMA       ;I ;GOCMD   O1
GO;APRU5747778;"45R0";V ;4700.000;CMA       ;I ;GOCMA  V 9
GO;APRU5749301;"45R0";V ;4700.000;CMA       ;I ;GOCMA  D 8
GO;APRU5763423;"45R0";V ;4700.000;CMA       ;I ;GOCMA  M 9
GO;APRU5765133;"45R0";V ;4700.000;CMA       ;I ;GOCMA  J 1
GO;APRU5766079;"45R0";V ;4700.000;CMA       ;I ;GOCMA  036
GO;APRU5777371;"45R0";V ;4700.000;CMA       ;I ;GOCMD   L5
GO;APRU5793599;"45R0";V ;4700.000;CMA       ;I ;GOCMA  U 5
GO;APRU5798883;"45R0";V ;4700.000;CMA       ;I ;GOCMA  E 6
GO;APRU5838374;"45R0";V ;4700.000;CMA       ;I ;GORPRP3075
GO;APZU3517151;"22G1";P ;9900.000;CMA       ;E ;GOCP24 M 2
GO;APZU3622938;"22G1";P ;22220.000;CMA       ;E ;GOCP40 R 1
GO;BEAU2804216;"22G1";P ;20223.000;CMA       ;E ;GOCP26 E 1
GO;BEAU4763158;"45G1";P ;18700.000;CMA       ;E ;GOCP26 M 2
GO;BEAU6254231;"45G0";P ;28760.000;CMA       ;I ;GOCP15 N 2
GO;BEAU6259784;"45G0";P ;27890.000;CMA       ;I ;GOCP03 A 1
GO;BMOU1102014;"22G1";P ;24323.000;CMA       ;E ;GOCP29 M 1
GO;BMOU2167067;"22G1";P ;14460.000;CMA       ;E ;GOCP24 E 1
GO;BMOU6450141;"45G1";P ;26900.000;CMA       ;E ;GOCP24 J 3
GO;BMOU9641809;"45R0";V ;4700.000;CMA       ;I ;GORPRP3067
GO;BMOU9642620;"45R0";V ;4700.000;CMA       ;I ;GORPRP3079
GO;BSIU8177793;"45G0";P ;28790.000;CMA       ;I ;GOCP05 Q 2
GO;CAIU5403700;"45R0";V ;4700.000;CMA       ;I ;GOBLB  8 4
GO;CAIU9545153;"45G1";P ;18780.000;CMA       ;E ;GOCP29 K 1
GO;CAXU3172244;"22G1";P ;20263.000;CMA       ;E ;GOCP70 L 1
GO;CGMU3035195;"22R1";V ;3200.000;CMA       ;I ;GORPRP1172
GO;CGMU4922147;"45R0";V ;4700.000;CMA       ;I ;GOCMA  A 2
GO;CGMU4968235;"45R0";V ;4700.000;CMA       ;I ;GOCMA  F 1
GO;CGMU5027265;"45R0";V ;4700.000;CMA       ;I ;GOCMB  H 3
GO;CGMU5189693;"45R0";V ;4700.000;CMA       ;I ;GORPRP1082
GO;CGMU5248991;"45R0";V ;4700.000;CMA       ;I ;GOCMA  D 4
GO;CGMU5313700;"45R1";P ;31500.000;CMA       ;E ;GOFRC  102
GO;CGMU5378510;"45R0";V ;4700.000;CMA       ;I ;GOCMC  051
GO;CGMU5603592;"45R0";V ;4700.000;CMA       ;I ;GORPRP3126
GO;CGMU6917638;"45R5";P ;31000.000;CMA       ;E ;GOFRC  9 1
GO;CGMU9282166;"45R0";V ;4700.000;CMA       ;I ;GOCMA  Y 7
GO;CGMU9337865;"45R0";V ;4700.000;CMA       ;I ;GOCMA  035
GO;CGMU9353629;"45R0";V ;4700.000;CMA       ;I ;GORPRP2211
GO;CGMU9366441;"45R0";V ;4700.000;CMA       ;I ;GOCMD   H8
GO;CMAU0048734;"22G1";P ;24230.000;CMA       ;E ;GOCP24 N 1
GO;CMAU0491320;"20G1";P ;20203.000;CMA       ;E ;GOCP26 E 2
GO;CMAU1114487;"22G1";P ;5224.000;CMA       ;E ;GOCP24 P 1
GO;CMAU1748223;"22G0";V ;2180.000;CMA       ;I ;GOVII01142
GO;CMAU2034766;"22G1";P ;20203.000;CMA       ;E ;GOCP26 E 3
GO;CMAU3006732;"22G1";P ;11340.000;CMA       ;E ;GOCP29 G 1
GO;CMAU4486030;"45G1";P ;5818.000;CMA       ;E ;GOCP26 C 2
GO;CMAU4996199;"45G1";P ;18300.000;CMA       ;E ;GOCP24 G 2
GO;CMAU6375349;"45G0";P ;28760.000;CMA       ;I ;GOCP13 L 2
GO;CMAU6583342;"45G1";P ;28747.000;CMA       ;E ;GOCP24 J 1
GO;CMAU6603623;"45G0";P ;28760.000;CMA       ;I ;GOCP05 N 2
GO;CMAU6617226;"45G1";P ;29379.000;CMA       ;E ;GOCP29 H 1
GO;CMAU6715177;"45G0";P ;28760.000;CMA       ;I ;GOCP05 C 1
GO;CMAU6760520;"45G1";P ;29068.000;CMA       ;E ;GOCP29 C 3
GO;CMAU6793760;"45G0";P ;28530.000;CMA       ;I ;GOCP03 E 1
GO;CMAU6932254;"45G0";P ;28760.000;CMA       ;I ;GOCP05 N 1
GO;CMAU6967590;"45G0";P ;25560.000;CMA       ;I ;GOCP03 C 2
GO;CMAU7405983;"45G1";P ;29635.000;CMA       ;E ;GOCP26 P 2
GO;CMAU7526943;"45G0";P ;22900.000;CMA       ;E ;GOCP26 K 1
GO;CMAU8619505;"45G1";P ;29415.000;CMA       ;E ;GOCP24 J 2
GO;CMAU8824990;"45G1";P ;29379.000;CMA       ;E ;GOCP29 H 2
GO;CMAU8826098;"45G1";P ;29379.000;CMA       ;E ;GOCP29 E 1
GO;CMAU8829266;"45G1";P ;29379.000;CMA       ;E ;GOCP29 E 3
GO;CMAU8834806;"45G0";P ;6300.000;CMA       ;I ;GOCP03 L 2
GO;CMAU8835633;"45G1";P ;29068.000;CMA       ;E ;GOCP26 H 3
GO;CMAU8837702;"45G0";P ;6300.000;CMA       ;I ;GOCP03 N 1
GO;CMAU8837786;"45G0";P ;6300.000;CMA       ;I ;GOCP04 J 2
GO;CMAU8837981;"45G0";P ;6300.000;CMA       ;I ;GOCP04 Q 2
GO;CMAU8838313;"45G0";P ;6300.000;CMA       ;I ;GOCP04 Q 1
GO;CMAU8839773;"45G1";P ;29441.000;CMA       ;E ;GOCP26 H 1
GO;CMAU8840537;"45G0";P ;6300.000;CMA       ;I ;GOCP03 N 2
GO;CRLU1369890;"45R0";V ;4700.000;CMA       ;I ;GOBLA  5 3
GO;CRSU6100805;"45R0";V ;4700.000;CMA       ;I ;GOCMA  M 4
GO;CRSU6117177;"45R0";V ;4700.000;CMA       ;I ;GORPRP1027
GO;CSFU3307045;"45R0";V ;4700.000;CMA       ;I ;GOCMA  A 8
GO;DRYU2072430;"22G0";P ;3902.000;CMA       ;E ;GOCP24 L 1
GO;FCGU2967055;"22G0";P ;7230.000;CMA       ;E ;GOCP24 M 3
GO;FFAU4439381;"45G0";P ;28730.000;CMA       ;I ;GOCP03 C 1
GO;GAOU6028304;"45G1";P ;18730.000;CMA       ;E ;GOCP70 Q 1
GO;GESU6466177;"45G0";V ;3700.000;CMA       ;I ;GORPRP1061
GO;GESU6688739;"45G1";P ;7311.000;CMA       ;E ;GOCP26 C 1
GO;GLDU5102080;"22G0";V ;2180.000;CMA       ;I ;GOCMA  L 7
GO;GLDU5246277;"22G1";P ;21380.000;CMA       ;E ;GOME1  A 1
GO;GVCU5000187;"45G1";P ;13900.000;CMA       ;E ;GOCP26 K 3
GO;OTPU6308882;"45R0";P ;29430.000;CMA       ;I ;GOFRL  8 2
GO;SEGU1709068;"22G0";V ;2180.000;CMA       ;I ;GORPRP2262
GO;SEGU4202776;"45G1";P ;18830.000;CMA       ;E ;GOCP26 M 3
GO;SEGU6313465;"45G0";P ;5218.000;CMA       ;E ;GOCP26 C 3
GO;SEKU5524236;"45G1";P ;23900.000;CMA       ;E ;GOCP26 F 3
GO;SEKU5715295;"45G1";P ;29068.000;CMA       ;E ;GOCP29 C 2
GO;SEKU5717317;"45G1";P ;23900.000;CMA       ;E ;GOCP26 F 2
GO;SEKU5752935;"45G1";P ;29635.000;CMA       ;E ;GOCP26 P 1
GO;SEKU5804664;"45G0";P ;29068.000;CMA       ;E ;GOCP29 H 3
GO;SEKU5810878;"45G0";P ;29068.000;CMA       ;E ;GOCP29 C 1
GO;SZLU9612530;"45R0";V ;4700.000;CMA       ;I ;GOCMA  X 4
GO;TCKU6210875;"45G1";P ;22687.000;CMA       ;E ;GOCP70 M 1
GO;TCKU6339440;"45G0";P ;28960.000;CMA       ;I ;GOCP13 A 1
GO;TCLU1118090;"45R0";V ;4700.000;CMA       ;I ;GOCMA  U 7
GO;TCLU1134105;"45R1";P ;32600.000;CMA       ;E ;GOFRC  9 2
GO;TCNU2968521;"45G1";P ;28700.000;CMA       ;E ;GOCP19 Q 1
GO;TCNU5478493;"45G0";P ;26006.000;CMA       ;I ;GOCP03 L 1
GO;TCNU5663130;"45G1";P ;25900.000;CMA       ;E ;GOCP26 K 2
GO;TCNU5848303;"45G1";P ;18900.000;CMA       ;E ;GOCP29 K 2
GO;TEXU6013874;"42P3";V ;4500.000;CMA       ;I ;GOCME  D 2
GO;TEXU8957169;"42P1";V ;4500.000;CMA       ;I ;GOCMB  B 1
GO;TGBU6731292;"45G1";P ;18700.000;CMA       ;E ;GOCP24 G 1
GO;TGCU0007961;"45G1";P ;28770.000;CMA       ;E ;GOCP70 J 1
GO;TGHU1241545;"22G1";P ;21730.000;CMA       ;E ;GOCP24 M 1
GO;TLLU1067371;"45R0";V ;4700.000;CMA       ;I ;GORPRP1015
GO;TRHU1060507;"22G0";V ;2180.000;CMA       ;I ;GORPRP1043
GO;TRHU4765574;"45G0";P ;28300.000;CMA       ;I ;GOCP04 E 1
GO;TRHU5466135;"45G1";P ;23900.000;CMA       ;E ;GOCP26 F 1
GO;TRHU5751087;"45G1";P ;29068.000;CMA       ;E ;GOCP26 H 2
GO;TRHU6729072;"45G0";P ;28820.000;CMA       ;I ;GOCP13 E 2
GO;TRHU7074508;"45G0";P ;28490.000;CMA       ;I ;GOCP06 J 1
GO;TRHU7090936;"45G0";P ;28760.000;CMA       ;I ;GOCP03 E 2
GO;TRHU8571601;"45G1";P ;29068.000;CMA       ;E ;GOCP29 E 2
GO;TRIU8139166;"45R1";P ;31500.000;CMA       ;E ;GOFRC  101
GO;TRIU8500453;"45R0";V ;4700.000;CMA       ;I ;GORPRP2043
GO;TRIU8650622;"45R0";V ;4700.000;CMA       ;I ;GOCMB  O 7
GO;TRIU8654715;"45R0";V ;4700.000;CMA       ;I ;GOVII01015
GO;TRIU8657400;"45R0";V ;4700.000;CMA       ;I ;GORPRP3038
GO;TRIU8659893;"45R0";V ;4700.000;CMA       ;I ;GORPRP1023
GO;TTNU8037637;"45R0";V ;4700.000;CMA       ;I ;GORPRP1072
GO;TTNU9095366;"45G1";P ;18840.000;CMA       ;E ;GOCP26 M 1
GO;AXIU2161839;"22G1";P ;27000.000;MSC       ;E ;GOCP25 D 2
GO;BEAU2768551;"22G1";P ;26880.000;MSC       ;E ;GOCP39 P 2
GO;BEAU2809429;"22G1";P ;23000.000;MSC       ;E ;GOCP74 F 1
GO;BEAU4231387;"45G1";P ;32600.000;MSC       ;E ;GOCP55 L 1
GO;BEAU4263701;"45G1";P ;6812.000;MSC       ;E ;GOCP72 G 2
GO;BEAU5693857;"4510";P ;11790.000;MSC       ;I ;GOCP14 E 1
GO;BEAU5712237;"45G1";P ;32600.000;MSC       ;E ;GOCP80 E 1
GO;BEAU5820545;"45G1";P ;29480.000;MSC       ;E ;GOCP81 M 3
GO;BEAU5932381;"45G1";P ;24000.000;MSC       ;E ;GOCP57 A 1
GO;BMOU1614875;"22G1";P ;22000.000;MSC       ;E ;GOCP57 J 1
GO;BMOU2055719;"22G1";P ;24500.000;MSC       ;E ;GOCP19 K 3
GO;BMOU2287714;"22G1";P ;27000.000;MSC       ;E ;GOCP61 S 2
GO;BMOU2301540;"22G1";P ;26000.000;MSC       ;E ;GOCP72 C 2
GO;BMOU2543101;"22G1";P ;22780.000;MSC       ;E ;GOCP48 M 1
GO;BMOU2658522;"22G1";P ;23000.000;MSC       ;E ;GOCP73 P 3
GO;BMOU5548030;"45G1";P ;14000.000;MSC       ;E ;GOCP65 H 2
GO;BMOU5920620;"45G1";P ;31253.000;MSC       ;E ;GOCP68 M 1
GO;BMOU5940801;"45G1";P ;32600.000;MSC       ;E ;GOCP66 M 1
GO;BMOU6118456;"45G1";P ;32600.000;MSC       ;E ;GOCP53 K 1
GO;BMOU6118667;"45G1";P ;32600.000;MSC       ;E ;GOCP48 C 3
GO;BMOU6160651;"45G1";P ;16500.000;MSC       ;E ;GOCP50 D 3
GO;BMOU6164169;"45G1";P ;32600.000;MSC       ;E ;GOCP39 G 1
GO;BMOU6171928;"45G1";P ;11737.000;MSC       ;E ;GOCP43 F 2
GO;BMOU6545083;"45G1";P ;32600.000;MSC       ;E ;GOCP43 M 1
GO;BMOU6580145;"45G1";P ;24000.000;MSC       ;E ;GOCP54 C 3
GO;BMOU6648440;"45G1";P ;32600.000;MSC       ;E ;GOCP67 L 1
GO;BMOU6665113;"45G1";P ;25000.000;MSC       ;E ;GOCP54 M 3
GO;BMOU6745965;"45G1";P ;29000.000;MSC       ;E ;GOCP80 C 1
GO;BMOU6777197;"45G1";P ;31460.000;MSC       ;E ;GOCP68 K 1
GO;BMOU6782892;"45G1";P ;29000.000;MSC       ;E ;GOCP67 E 2
GO;BMOU6941382;"45G1";P ;32600.000;MSC       ;E ;GOCP67 E 3
GO;BMOU6955560;"45G1";P ;32600.000;MSC       ;E ;GOCP59 B 3
GO;BMOU9289370;"45R1";P ;29000.000;MSC       ;E ;GOFRN  3 1
GO;BMOU9637115;"45R1";P ;29150.000;MSC       ;E ;GOFRA  131
GO;CAAU5098305;"45G1";P ;32600.000;MSC       ;E ;GOCP59 M 3
GO;CAAU5104368;"45G1";P ;32600.000;MSC       ;E ;GOCP56 M 3
GO;CAAU5611188;"45G1";P ;29000.000;MSC       ;E ;GOCP76 E 3
GO;CAAU5627440;"45G1";P ;29300.000;MSC       ;E ;GOCP76 E 1
GO;CAAU5652633;"45G1";P ;25000.000;MSC       ;E ;GOCP80 G 1
GO;CAAU5664845;"45G1";P ;24000.000;MSC       ;E ;GOCP53 H 2
GO;CAAU5844385;"4510";P ;14580.000;MSC       ;I ;GOCP16 N 1
GO;CAIU2484605;"22G1";P ;27000.000;MSC       ;E ;GOCP60 Q 2
GO;CAIU2706003;"22G1";P ;21000.000;MSC       ;E ;GOCP61 R 3
GO;CAIU2897487;"22G1";P ;27000.000;MSC       ;E ;GOCP55 F 2
GO;CAIU3274753;"22G1";P ;15000.000;MSC       ;E ;GOCP43 R 1
GO;CAIU3821110;"22G1";P ;26000.000;MSC       ;E ;GOCP72 N 1
GO;CAIU4320534;"45G1";P ;31860.000;MSC       ;E ;GOCP30 C 3
GO;CAIU4583680;"45G1";P ;25000.000;MSC       ;E ;GOCP54 H 2
GO;CAIU4686267;"45G1";P ;24000.000;MSC       ;E ;GOCP65 K 1
GO;CAIU4712010;"45G1";P ;32600.000;MSC       ;E ;GOCP74 G 2
