"TERMINAL";"NUMÉRO TC";"ISO";"STATUT V/P";"POIDS BRUT";"EXPLOITANT";"CYCLE";"ALLOTISSEMENT"
GO;AGNU2001231;"22G1";V ;2200.000;MAERSK    ;I ;GOVDD03318
GO;AGNU2001247;"22G1";V ;2200.000;MAERSK    ;I ;GOVDD04319
GO;AGNU2001627;"22G1";V ;2200.000;MAERSK    ;I ;GOVDD04317
GO;AGNU2001695;"22G1";V ;2200.000;MAERSK    ;I ;GOVDD08318
GO;AMCU4504023;"42U1";V ;3800.000;CMA       ;  ;GORPRP1059
GO;AMFU3162415;"2210";V ;2250.000;MSC       ;  ;GORARA2198
GO;AMFU4241294;"42P3";V ;4500.000;CMA       ;I ;GOVII01561
GO;AMFU4243023;"42P1";V ;4500.000;CMA       ;I ;GOCMB  L 2
GO;AMFU5008522;"42U1";V ;3800.000;MARFRET   ;I ;GORARA2089
GO;APHU6806561;"45G1";V ;3900.000;CMA       ;  ;GORPRP1143
GO;APHU7017995;"45G1";V ;3900.000;CMA       ;  ;GOVII02535
GO;APHU7193736;"45G1";V ;3900.000;CMA       ;  ;GORPRP1021
GO;APRU5707081;"45R1";V ;4500.000;CMA       ;  ;GORPRP1033
GO;APRU5754083;"45R1";V ;4500.000;CMA       ;I ;GORPRP1134
GO;APRU5754798;"45R1";V ;4500.000;CMA       ;  ;GOBLA  3 1
GO;APRU5778552;"45R1";V ;4500.000;CMA       ;I ;GORPRP1148
GO;APRU5788479;"45R1";V ;4500.000;CMA       ;  ;GOVII03361
GO;APRU5791981;"45R1";V ;4500.000;CMA       ;  ;GOVII05521
GO;APRU5814834;"45R1";V ;4500.000;CMA       ;  ;GOBLA  4 1
GO;APRU5824489;"45R1";V ;4500.000;CMA       ;I ;GORPRP1132
GO;APRU5851761;"45R1";V ;4500.000;CMA       ;  ;GORPRP1146
GO;APRU6114938;"45R1";V ;4500.000;CMA       ;  ;GORPRP1084
GO;APZU3365547;"22G1";V ;2200.000;CMA       ;  ;GORPRP1179
GO;APZU3572502;"22G0";V ;2180.000;CMA       ;  ;GOVII01534
GO;APZU3586281;"22G0";V ;2180.000;CMA       ;  ;GORPRP1096
GO;APZU3672965;"22G1";V ;2200.000;CMA       ;  ;GORPRP1092
GO;APZU3716718;"22G1";V ;2200.000;CMA       ;  ;GOVII01531
GO;APZU3729335;"22G1";V ;2200.000;CMA       ;  ;GORPRP1044
GO;APZU3829329;"22G0";V ;2180.000;CMA       ;  ;GOVPP01041
GO;APZU3862570;"22G1";V ;2200.000;CMA       ;  ;GOVII01533
GO;APZU4229592;"42G0";V ;3600.000;CMA       ;  ;GOVII03431
GO;APZU4230227;"42G1";V ;3700.000;CMA       ;  ;GOVPP01011
GO;APZU4248191;"42G1";V ;3700.000;CMA       ;  ;GOVII02532
GO;APZU4365304;"42G1";V ;3700.000;CMA       ;  ;GOVPP01014
GO;APZU4391561;"42G1";V ;3700.000;CMA       ;  ;GOVII01577
GO;APZU4408983;"42G1";V ;3700.000;CMA       ;  ;GOVPP01093
GO;APZU4428784;"42G1";V ;3700.000;CMA       ;  ;GOVII05524
GO;APZU4458496;"42G1";V ;3700.000;CMA       ;  ;GOVPP01021
GO;APZU4461186;"42G1";V ;3700.000;CMA       ;  ;GOVPP01051
GO;APZU4555182;"42G1";V ;3700.000;CMA       ;  ;GOVPP01173
GO;APZU4617622;"42G1";V ;3700.000;CMA       ;  ;GOVPP01025
GO;APZU4677072;"42G1";V ;3700.000;CMA       ;  ;GORPRP1013
GO;APZU4722741;"42G0";V ;3600.000;CMA       ;  ;GOVPP01028
GO;APZU4742861;"42G1";V ;3700.000;CMA       ;  ;GOVII01575
GO;APZU4760171;"42G1";V ;3700.000;CMA       ;  ;GORPRP1051
GO;APZU4799173;"42G1";V ;3700.000;CMA       ;  ;GORPRP1117
GO;APZU4812850;"42G1";V ;3700.000;CMA       ;  ;GOVII03584
GO;APZU4831296;"42G1";V ;3700.000;CMA       ;  ;GOVII05582
GO;APZU4890895;"42G1";V ;3700.000;CMA       ;  ;GORPRP1025
GO;AXIU1612650;"45G1";V ;3900.000;MSC       ;  ;GOVDD02142
GO;AXIU8466753;"22G1";V ;2200.000;MAERSK    ;I ;GOVDD03322
GO;BEAU2200284;"22G1";V ;2200.000;HLAG      ;  ;GORARA3157
GO;BEAU2772823;"2210";V ;2250.000;MSC       ;  ;GORARA4095
GO;BEAU2806190;"2210";V ;2250.000;MSC       ;  ;GOVDD01141
GO;BEAU2812736;"2210";V ;2250.000;MSC       ;  ;GORARA1077
GO;BEAU2823598;"2210";V ;2250.000;MSC       ;  ;GORARA2259
GO;BEAU2826771;"2210";V ;2250.000;MSC       ;  ;GORARA1149
GO;BEAU2978440;"2210";V ;2250.000;MSC       ;  ;GOVDD01021
GO;BEAU4231026;"45G1";V ;3900.000;MSC       ;  ;GORARA3029
GO;BEAU5664289;"4510";V ;3900.000;MSC       ;  ;GORARA1202
GO;BEAU5704972;"45G1";V ;3900.000;MSC       ;  ;GORARA1114
GO;BEAU5827679;"4510";V ;3900.000;MSC       ;  ;GOVDD01111
GO;BEAU5836578;"45G1";V ;3900.000;MSC       ;  ;GORARA4179
GO;BEAU5857544;"4510";V ;3900.000;MSC       ;  ;GOVDD01115
GO;BEAU5939560;"4510";V ;3900.000;MSC       ;  ;GOVDD07115
GO;BEAU6352897;"45G0";V ;3700.000;MAERSK    ;  ;GOVDD01401
GO;BEAU6355920;"45G0";V ;3700.000;MAERSK    ;  ;GOVDD01318
GO;BEAU6356104;"45G0";V ;3700.000;MAERSK    ;  ;GOVDD01324
GO;BEAU6356151;"45G0";V ;3700.000;MAERSK    ;  ;GOVDD06318
GO;BMOU1425906;"22G0";V ;2180.000;HLAG      ;  ;GORARA2076
GO;BMOU1612614;"2210";V ;2250.000;MSC       ;  ;GOVDD05221
GO;BMOU2115910;"22G1";V ;2200.000;HLAG      ;  ;          
GO;BMOU2210179;"2210";V ;2250.000;MSC       ;  ;GORARA1126
GO;BMOU2220109;"22G0";V ;2180.000;MARFRET   ;I ;          
GO;BMOU2395133;"22G1";V ;2200.000;MSC       ;  ;GORARA4016
GO;BMOU2404718;"22G1";V ;2200.000;MSC       ;  ;GORARA1228
GO;BMOU2966720;"22G1";V ;2200.000;MSC       ;  ;GORARA2258
GO;BMOU4632234;"4510";V ;3900.000;MSC       ;  ;GOVDD05084
GO;BMOU4695593;"4510";V ;3900.000;MSC       ;  ;GOVDD01124
GO;BMOU5932806;"4510";V ;3900.000;MSC       ;  ;GOVDD03077
GO;BMOU5937686;"4510";V ;3900.000;MSC       ;  ;GOVDD05077
GO;BMOU5982941;"45G1";V ;3900.000;MSC       ;  ;GORARA1054
GO;BMOU6019936;"4510";V ;3900.000;MSC       ;  ;GOVDD02137
GO;BMOU6074255;"45G1";V ;3900.000;CMA       ;  ;GOVPP01083
GO;BMOU6158187;"4510";V ;3900.000;MSC       ;  ;          
GO;BMOU6569085;"4510";V ;3900.000;MSC       ;  ;GOVDD02138
GO;BMOU6689650;"4510";V ;3900.000;MSC       ;  ;GORARA1177
GO;BMOU6722173;"45G1";V ;3900.000;CMA       ;  ;GOVPP01085
GO;BMOU6775152;"4510";V ;3900.000;MSC       ;  ;GOVDD05067
GO;BMOU6802875;"4510";V ;3900.000;MSC       ;  ;GORARA1179
GO;BSIU2045629;"22G1";V ;2200.000;MAERSK    ;I ;GORARA1193
GO;BSIU2089680;"22G1";V ;2200.000;HLAG      ;  ;GORARA3261
GO;BSIU2295280;"22G1";V ;2200.000;HLAG      ;  ;GORARA2256
GO;BSIU2982861;"22G0";V ;2180.000;MARFRET   ;I ;          
GO;BSIU8060030;"45G1";V ;3900.000;MAERSK    ;  ;GORARA1035
GO;CAAU2121700;"2210";V ;2250.000;MSC       ;  ;GOVDD06031
GO;CAAU5113035;"4510";V ;3900.000;MSC       ;  ;GOVDD01291
GO;CAAU5352739;"45G0";V ;3700.000;CMA       ;  ;GOVPP01052
GO;CAAU5523451;"45G1";V ;3900.000;MSC       ;  ;GORARA2142
GO;CAAU5582578;"45G1";V ;3900.000;MSC       ;  ;GOVDD03064
GO;CAAU5789797;"45G1";V ;3900.000;MSC       ;  ;GOVDD01251
GO;CAAU5794509;"45G1";V ;3900.000;MSC       ;  ;GOVDD03106
GO;CAAU5843820;"45G1";V ;3900.000;MSC       ;  ;GOVDD01091
GO;CAAU5861269;"4510";V ;3900.000;MSC       ;  ;GOVDD05076
GO;CAAU5865053;"4510";V ;3900.000;MSC       ;  ;GOVDD01113
GO;CAIU2050595;"22G1";V ;2200.000;MSC       ;  ;GORARA2109
GO;CAIU2089431;"2210";V ;2250.000;MSC       ;  ;GORARA4224
GO;CAIU2377021;"22G1";V ;2200.000;MARFRET   ;I ;GOVDD03701
GO;CAIU2381973;"22G0";V ;2180.000;MARFRET   ;I ;GOVDD06741
GO;CAIU2386194;"22G0";V ;2180.000;MARFRET   ;I ;GORARA1265
GO;CAIU2465328;"22G1";V ;2200.000;MAERSK    ;I ;GORARA3211
GO;CAIU2566909;"22G1";V ;2200.000;MSC       ;  ;GORARA3172
GO;CAIU2685410;"22G0";V ;2180.000;HLAG      ;  ;GORARA2246
GO;CAIU2723490;"2210";V ;2250.000;MSC       ;  ;GORARA3173
GO;CAIU3234473;"2210";V ;2250.000;MSC       ;  ;GORARA3052
GO;CAIU3596868;"22G1";V ;2200.000;MSC       ;  ;GORARA3179
GO;CAIU3830451;"22G1";V ;2200.000;MAERSK    ;I ;GOVDD03324
GO;CAIU4022139;"4300";V ;3700.000;ADIV      ;  ;GOEVE1 011
GO;CAIU4811306;"4510";V ;3900.000;MSC       ;  ;GORARA1187
GO;CAIU4904327;"45G1";V ;3900.000;MSC       ;  ;GORARA1022
GO;CAIU4946370;"45G1";V ;3900.000;MSC       ;  ;          
GO;CAIU4974108;"4510";V ;3900.000;MSC       ;  ;GOVDD03074
GO;CAIU6118266;"2210";V ;2250.000;MSC       ;  ;GORARA4183
GO;CAIU6141712;"22G1";V ;2200.000;MAERSK    ;  ;GORARA1044
GO;CAIU6145030;"2210";V ;2250.000;MSC       ;  ;GORARA4054
GO;CAIU6195869;"2210";V ;2250.000;MSC       ;  ;GORARA1243
GO;CAIU6218223;"2210";V ;2250.000;MSC       ;  ;GOVDD05091
GO;CAIU6221905;"2210";V ;2250.000;MSC       ;  ;GORARA2199
GO;CAIU6442300;"2210";V ;2250.000;MSC       ;  ;GOVDD03021
GO;CAIU6626077;"2200";V ;2200.000;HLAG      ;  ;          
GO;CAIU6681032;"2210";V ;2250.000;MSC       ;  ;GOVDD08131
GO;CAIU6726815;"2210";V ;2250.000;MSC       ;  ;GOVDD01131
GO;CAIU6736032;"22G1";V ;2200.000;MSC       ;  ;GORARA3204
GO;CAIU6807840;"22G1";V ;2200.000;MSC       ;  ;GORARA3092
GO;CAIU6834701;"22G1";V ;2200.000;HLAG      ;  ;GORARA1147
GO;CAIU6924976;"2210";V ;2250.000;MSC       ;  ;GOVDD08041
GO;CAIU7352725;"4510";V ;3900.000;MSC       ;  ;GOVDD05052
GO;CAIU7363170;"45G1";V ;3900.000;MSC       ;  ;GOVDD05128
GO;CAIU7497544;"45G1";V ;3900.000;MSC       ;  ;GORARA3169
GO;CAIU7500041;"4510";V ;3900.000;MSC       ;  ;GOVDD01126
GO;CAIU7511257;"4510";V ;3900.000;MSC       ;  ;GOVDD07117
GO;CAIU7644286;"4510";V ;3900.000;MSC       ;  ;GOVDD05118
GO;CAIU8065611;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 024
GO;CAIU8089249;"4300";V ;3700.000;ADIV      ;  ;GOEVE1 032
GO;CAIU8092704;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 034
GO;CAIU8115034;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 013
GO;CAIU8124205;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 043
GO;CAIU8124289;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 014
GO;CAIU8124294;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 033
GO;CAIU8124653;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 042
GO;CAIU8151746;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 044
GO;CAIU8163834;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 023
GO;CAIU8219492;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 021
GO;CAIU8263181;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 022
GO;CAIU8263200;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 051
GO;CAIU8308922;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 012
GO;CAIU8329416;"4300";V ;3700.000;ADIV      ;  ;GOEVE1 041
GO;CAIU8412813;"45G1";V ;3900.000;CMA       ;  ;GOVPP01117
GO;CAIU8455008;"45G1";V ;3900.000;ADIV      ;  ;GOEVE1 031
GO;CAIU8738564;"4510";V ;3900.000;MSC       ;  ;GOVDD05115
GO;CAIU9808476;"4510";V ;3900.000;MSC       ;  ;GOVDD03086
GO;CARU9772934;"4510";V ;3900.000;MSC       ;  ;GORARA4173
GO;CARU9968887;"4510";V ;3900.000;MSC       ;  ;GORARA4041
GO;CAXU3102416;"22G1";V ;2200.000;MAERSK    ;  ;GOVDD03312
GO;CAXU3190633;"2210";V ;2250.000;MSC       ;  ;GORARA3175
GO;CAXU3223022;"2210";V ;2250.000;MSC       ;  ;GORARA1155
GO;CAXU6391307;"2210";V ;2250.000;MSC       ;  ;GORARA2194
GO;CAXU6403157;"2210";V ;2250.000;MSC       ;  ;GORARA3136
GO;CAXU6601620;"2210";V ;2250.000;MSC       ;  ;GOVDD02191
GO;CAXU9133733;"4510";V ;3900.000;MSC       ;  ;GOVDD05066
GO;CAXU9148055;"4510";V ;3900.000;MSC       ;  ;GOVDD07064
GO;CAXU9199664;"4510";V ;3900.000;MSC       ;  ;GORARA1028
GO;CGMU3034537;"22R1";V ;3200.000;CMA       ;I ;GOVII06571
GO;CGMU3077776;"22R1";V ;3200.000;CMA       ;I ;GOVII04571
GO;CGMU4957267;"45R1";V ;4500.000;CMA       ;  ;GOVII01571
GO;CGMU4998754;"45R1";V ;4500.000;CMA       ;I ;GORPRP1131
GO;CGMU5070596;"45R1";V ;4500.000;CMA       ;  ;GOVPP01088
GO;CGMU5157438;"45R1";V ;4500.000;CMA       ;  ;GOVII03546
GO;CHIU9029871;"45R0";V ;4700.000;CMA       ;I ;GOCP31 N 1
GO;CHSU8088859;"45G1";V ;3900.000;MARFRET   ;  ;GOBLA  3 5
GO;CIPU5219745;"45G1";V ;3900.000;MAERSK    ;  ;GORARA2046
GO;CIPU5219787;"45G1";V ;3900.000;MAERSK    ;  ;GORARA1095
GO;CLHU3252728;"2210";V ;2250.000;MSC       ;  ;GOVDD02031
GO;CLHU3809496;"2210";V ;2250.000;MSC       ;  ;GORARA4127
GO;CLHU4782785;"42G1";V ;3700.000;CMA       ;  ;GOVPP01029
GO;CLHU8858889;"45G1";V ;3900.000;MSC       ;  ;GORARA1234
GO;CLHU9062509;"45G1";V ;3900.000;CMA       ;  ;GORPRP1112
GO;CLHU9083055;"4510";V ;3900.000;MSC       ;  ;GORARA4254
GO;CMAU0008500;"22G1";V ;2200.000;CMA       ;  ;GORPRP1161
GO;CMAU0625395;"22G1";V ;2200.000;CMA       ;  ;GORPRP1177
GO;CMAU0710199;"22G0";V ;2180.000;CMA       ;  ;GORPRP1251
GO;CMAU0893443;"22G1";V ;2200.000;CMA       ;  ;GOVPP01037
GO;CMAU1927949;"22G1";V ;2200.000;CMA       ;  ;GOVII01539
GO;CMAU1996282;"22G1";V ;2200.000;CMA       ;  ;GOVII02581
GO;CMAU2095798;"22G0";V ;2180.000;CMA       ;  ;GORPRP1164
GO;CMAU2157040;"22G1";V ;2200.000;CMA       ;  ;GORPRP1211
GO;CMAU3131930;"22G0";V ;2180.000;CMA       ;  ;GOVII01535
GO;CMAU4274513;"45G0";V ;3700.000;CMA       ;  ;GORPRP1022
GO;CMAU4563183;"45G1";V ;3900.000;CMA       ;  ;GOVPP01019
GO;CMAU5667897;"45G1";V ;3900.000;CMA       ;  ;GORPRP1088
GO;CMAU5711710;"45G1";V ;3900.000;CMA       ;  ;GOVPP01053
GO;CMAU6775828;"45G0";V ;3700.000;CMA       ;  ;GOVII03588
GO;CMAU6808710;"45G1";V ;3900.000;CMA       ;  ;GOVPP01024
GO;CMAU6886740;"45G0";V ;3700.000;CMA       ;  ;GOVII01601
GO;CMAU7177667;"45G1";V ;3900.000;CMA       ;  ;GOVII02537
GO;CMAU7378682;"45G1";V ;3900.000;CMA       ;  ;GORPRP1054
GO;CMAU8017391;"42G1";V ;3700.000;CMA       ;  ;GOVII01549
GO;CMAU8045639;"42G0";V ;3600.000;CMA       ;  ;GOVPP01081
GO;CMAU8084743;"42G1";V ;3700.000;CMA       ;  ;GOVII02534
GO;CMAU8249123;"42G1";V ;3700.000;CMA       ;  ;GOVPP01059
GO;CMAU8257788;"42G1";V ;3700.000;CMA       ;  ;GOVII01573
GO;CMAU8290024;"42G1";V ;3700.000;CMA       ;  ;GOVPP01016
GO;CMAU8296402;"42G1";V ;3700.000;CMA       ;  ;GOVII01579
GO;CMAU8381145;"42G1";V ;3700.000;CMA       ;  ;GOVII05351
GO;CMAU8385773;"42G1";V ;3700.000;CMA       ;  ;GOVPP01183
GO;CMAU9008413;"42G1";V ;3700.000;CMA       ;  ;GOVII01547
GO;CMAU9131900;"42G1";V ;3700.000;CMA       ;  ;GOVPP01102
GO;CMAU9140749;"42G1";V ;3700.000;CMA       ;  ;GOVII05523
GO;CPWU2319873;"22G1";V ;2200.000;MAERSK    ;I ;GOVDD05317
GO;CPWU2332371;"22G1";V ;2200.000;MAERSK    ;I ;GOVDD04312
GO;CRLU1176166;"4532";V ;5100.000;MSC       ;I ;GORARA2226
GO;CRSU1145330;"2210";V ;2250.000;MSC       ;  ;GOVDD08191
GO;CRSU1318733;"22G1";V ;2200.000;MSC       ;  ;GORARA1141
GO;CRSU1438847;"22G1";V ;2200.000;MAERSK    ;I ;GORARA3243
GO;CRSU1476997;"2210";V ;2250.000;MSC       ;  ;GORARA3241
GO;CRSU5019089;"22R1";V ;3200.000;CMA       ;I ;GOVII01511
GO;CRSU6157689;"45R1";V ;4500.000;CMA       ;I ;GORPRP1129
GO;CRSU9002377;"45G1";V ;3900.000;MAERSK    ;  ;GORARA4147
GO;CRSU9104208;"45G0";V ;3700.000;MARFRET   ;  ;GORARA1172
GO;CRSU9216595;"45G1";V ;3900.000;CMA       ;  ;GOVPP01096
GO;CRTU7612163;"42P3";V ;4500.000;MAERSK    ;I ;GOVDD01312
GO;CRXU0916856;"4EG0";V ;4000.000;MARFRET   ;  ;GORARA2127
GO;CRXU2038976;"2210";V ;2250.000;MSC       ;  ;GORARA3058
GO;CRXU3161100;"2210";V ;2250.000;MSC       ;  ;          
GO;CRXU3446550;"22G1";V ;2200.000;MARFRET   ;I ;GOVDD03781
GO;CSFU9679862;"4EG1";V ;4000.000;CMA       ;  ;GOVII05526
GO;CXDU1173850;"2210";V ;2250.000;MSC       ;  ;GOVDD03121
GO;CXDU1181120;"2210";V ;2250.000;MSC       ;  ;GORARA4217
GO;CXDU1416077;"2210";V ;2250.000;MSC       ;  ;          
GO;CXDU1911867;"22G1";V ;2200.000;MARFRET   ;I ;GOVDD06721
GO;CXDU2014597;"4510";V ;3900.000;MSC       ;  ;GORARA1096
GO;CXDU2014848;"4510";V ;3900.000;MSC       ;  ;GOVDD05112
GO;CXDU2245024;"22G1";V ;2200.000;MARFRET   ;I ;GORARA4136
GO;CXDU2270840;"22G1";V ;2200.000;CMA       ;  ;GORPRP1214
GO;CXDU2286240;"22G1";V ;2200.000;MARFRET   ;I ;GORARA4139
GO;CXRU1313622;"45R1";V ;4500.000;CMA       ;  ;GOVPP01055
GO;CXRU1555950;"45R1";V ;4500.000;CMA       ;I ;GORPRP1133
GO;CXSU1000658;"22P3";V ;2800.000;CMA       ;  ;GOVPP01031
GO;DFSU1000077;"22G1";V ;2200.000;HLAG      ;  ;GOVDD01512
GO;DFSU1568771;"2210";V ;2250.000;MSC       ;  ;GOVDD04031
GO;DFSU2247225;"2210";V ;2250.000;HLAG      ;  ;          
GO;DFSU2728344;"2210";V ;2250.000;MSC       ;  ;GOVDD06161
GO;DFSU2733660;"2210";V ;2250.000;MSC       ;  ;GORARA2152
GO;DFSU2850666;"2210";V ;2250.000;MSC       ;  ;GORARA2262
GO;DFSU3077653;"22G1";V ;2200.000;MSC       ;  ;GORARA2078
GO;DFSU3132513;"22G1";V ;2200.000;MSC       ;  ;GOVDD08011
GO;DFSU6281017;"45G1";V ;3900.000;MSC       ;  ;GORARA3109
GO;DFSU6960569;"45G1";V ;3900.000;MSC       ;  ;GORARA3023
GO;DFSU7508234;"45G1";V ;3900.000;MSC       ;  ;GOVDD06138
GO;DFSU7729298;"4510";V ;3900.000;MSC       ;  ;GOVDD05104
GO;DRYU2263400;"22G1";V ;2200.000;MSC       ;  ;GORARA1146
GO;DRYU2896748;"2210";V ;2250.000;MSC       ;  ;GOVDD07231
GO;DRYU4037269;"42G1";V ;3700.000;CMA       ;  ;GOVII01548
GO;DRYU4190637;"42G1";V ;3700.000;CMA       ;  ;GOVPP01179
GO;DRYU4219978;"42G0";V ;3600.000;CMA       ;  ;GOVPP01105
GO;DRYU4224315;"42G1";V ;3700.000;CMA       ;  ;GOVPP01023
GO;DRYU9512715;"4510";V ;3900.000;MSC       ;  ;GORARA1217
GO;ECMU4445645;"42G1";V ;3700.000;CMA       ;  ;GORPRP1038
GO;FBIU0113788;"22G1";V ;2200.000;MSC       ;  ;GORARA3184
GO;FBIU0130996;"2210";V ;2250.000;MSC       ;  ;GORARA4059
GO;FBIU0175075;"22G1";V ;2200.000;MSC       ;  ;GORARA1253
GO;FBIU0220940;"2210";V ;2250.000;MSC       ;  ;GOVDD05031
GO;FBIU0287624;"2210";V ;2250.000;MSC       ;  ;GOVDD01018
GO;FBIU0400860;"2210";V ;2250.000;MSC       ;  ;GOVDD01061
GO;FBIU0414307;"22G1";V ;2200.000;MSC       ;  ;GORARA3098
GO;FBIU0492402;"2210";V ;2250.000;MSC       ;  ;GOVDD02051
GO;FBIU0526523;"22G1";V ;2200.000;MSC       ;  ;GOVDD02041
GO;FBLU0001566;"4510";V ;3900.000;MSC       ;  ;GOVDD01114
GO;FBLU0006130;"45G1";V ;3900.000;MSC       ;  ;GORARA3164
GO;FBLU0046750;"45G1";V ;3900.000;MSC       ;  ;GORARA1091
GO;FBLU0065344;"4510";V ;3900.000;MSC       ;  ;GOVDD07118
GO;FBLU0221895;"4510";V ;3900.000;MSC       ;  ;GOVDD05127
GO;FBLU3006828;"2210";V ;2250.000;MSC       ;  ;GORARA4121
GO;FCGU2261095;"22G0";V ;2180.000;CMA       ;  ;GOVII04575
GO;FCGU2329791;"22G1";V ;2200.000;MSC       ;  ;GORARA3231
GO;FCIU2110985;"2210";V ;2250.000;MSC       ;  ;GORARA2072
GO;FCIU2182347;"2210";V ;2250.000;MSC       ;  ;          
GO;FCIU2624264;"2210";V ;2250.000;MSC       ;  ;GORARA2154
GO;FCIU2684432;"2210";V ;2250.000;MSC       ;  ;GORARA2243
GO;FCIU2795924;"2210";V ;2250.000;MSC       ;  ;GORARA4128
GO;FCIU3261245;"22G1";V ;2200.000;CMA       ;  ;GOVII01538
GO;FCIU3810520;"22G0";V ;2180.000;MARFRET   ;I ;          
GO;FCIU4333720;"2210";V ;2250.000;MSC       ;  ;GOVDD05161
GO;FCIU4384326;"22G1";V ;2200.000;MSC       ;  ;GORARA3135
GO;FCIU4529712;"22G0";V ;2180.000;CMA       ;  ;GORPRP1042
GO;FCIU4972269;"2210";V ;2250.000;MSC       ;  ;GOVDD04051
GO;FCIU5814484;"22G1";V ;2200.000;MSC       ;  ;GORARA2257
GO;FCIU5878220;"22G1";V ;2200.000;MSC       ;  ;GORARA1121
GO;FCIU5932424;"2210";V ;2250.000;MSC       ;  ;GOVDD01081
GO;FCIU5965310;"22G1";V ;2200.000;MSC       ;  ;          
GO;FCIU6102761;"2210";V ;2250.000;HLAG      ;  ;GORARA1196
GO;FCIU6284687;"2200";V ;2200.000;HLAG      ;  ;GORARA2253
GO;FCIU6298485;"2210";V ;2250.000;HLAG      ;  ;GORARA2158
GO;FCIU6355883;"2210";V ;2250.000;MSC       ;  ;GOVDD04111
GO;FCIU6393158;"2210";V ;2250.000;MSC       ;  ;GORARA1225
GO;FCIU6440780;"22G1";V ;2200.000;MSC       ;  ;GORARA3254
GO;FCIU6465978;"22G1";V ;2200.000;MSC       ;  ;GOVDD01012
GO;FCIU6482281;"2210";V ;2250.000;MSC       ;  ;GORARA1255
GO;FCIU6514727;"22G0";V ;2180.000;HLAG      ;  ;GORARA3057
GO;FCIU6529347;"2210";V ;2250.000;MSC       ;  ;GOVDD04011
GO;FCIU7370542;"4510";V ;3900.000;MSC       ;  ;GORARA2145
GO;FCIU8360404;"4510";V ;3900.000;MSC       ;  ;GOVDD05068
GO;FCIU8660504;"45G1";V ;3900.000;CMA       ;  ;GOVPP01086
GO;FCIU9734828;"45G1";V ;3900.000;MSC       ;  ;GORARA3196
GO;FCLU9606185;"45G1";V ;3900.000;MSC       ;  ;GOVDD03066
GO;FDCU0232310;"4510";V ;3900.000;MSC       ;  ;GORARA1036
GO;FDCU0248975;"45G1";V ;3900.000;MSC       ;  ;GORARA1065
GO;FFAU1242995;"45G1";V ;3900.000;MSC       ;  ;GORARA3033
GO;FFAU1554083;"4510";V ;3900.000;MSC       ;  ;GORARA2015
GO;FFAU1575168;"45G1";V ;3900.000;MSC       ;  ;GOVDD01117
GO;FFAU1660315;"45G1";V ;3900.000;MSC       ;  ;GORARA1097
GO;FFAU1689704;"4510";V ;3900.000;MSC       ;  ;GORARA2081
GO;FFAU1693664;"4510";V ;3900.000;MSC       ;  ;GOVDD05171
GO;FFAU1713328;"4510";V ;3900.000;MSC       ;  ;GOVDD05123
GO;FFAU1900503;"45G1";V ;3900.000;MSC       ;  ;GORARA4177
GO;FFAU1972144;"4510";V ;3900.000;MSC       ;  ;GOVDD07101
GO;FFAU1980643;"4510";V ;3900.000;MSC       ;  ;GORARA1113
GO;FFAU1981850;"4510";V ;3900.000;MSC       ;  ;GOVDD05071
GO;FFAU2019076;"4510";V ;3900.000;MSC       ;  ;GOVDD05231
GO;FFAU2022017;"45G1";V ;3900.000;MSC       ;  ;GORARA3022
GO;FFAU2136365;"4510";V ;3900.000;MSC       ;  ;GORARA3026
GO;FFAU2219747;"4510";V ;3900.000;MSC       ;  ;GORARA1236
GO;FFAU2286581;"4510";V ;3900.000;MSC       ;  ;GOVDD04291
GO;FFAU2325862;"4510";V ;3900.000;MSC       ;  ;GORARA1031
GO;FFAU2374086;"4510";V ;3900.000;MSC       ;  ;GOVDD06135
GO;FFAU2471419;"4510";V ;3900.000;MSC       ;  ;GOVDD05211
GO;FFAU2472251;"4510";V ;3900.000;MSC       ;  ;GOVDD07108
GO;FFAU2520576;"4510";V ;3900.000;MSC       ;  ;GORARA5018
GO;FFAU2576549;"4510";V ;3900.000;MSC       ;  ;GOVDD07105
GO;FFAU2590737;"4510";V ;3900.000;MSC       ;  ;GORARA1182
GO;FFAU2936753;"4510";V ;3900.000;MSC       ;  ;GOVDD06221
GO;FFAU2941847;"4510";V ;3900.000;MSC       ;  ;GORARA3104
GO;FFAU2990076;"45G1";V ;3900.000;MSC       ;  ;GORARA3108
GO;FFAU2992649;"4510";V ;3900.000;MSC       ;  ;GORARA4251
GO;FFAU2998781;"4510";V ;3900.000;MSC       ;  ;GOVDD03085
GO;FFAU3011969;"4510";V ;3900.000;MSC       ;  ;GOVDD03067
